gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Cartilage precursors	Chondrocytes	Perichondrium	Stromal cells	Cardiomyocytes	Muscle progenitors	Mesoderm	Mesenchymal progenitors	Lateral plate mesoderm	Limb bud mesoderm	Limb bud mesenchyme	Myocytes	Branchial arch mesenchyme	Intermediate mesoderm	Osteoblasts	Dermomyotome	Vascular smooth muscle	Osteoprogenitors	Endothelial cells	Apical ectodermal ridge	Hind limb lateral plate mesoderm	Myotome	Periosteum
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	0.005	0.004	0.004	0.012	0.011	0.002	0.0	0.005	0.03	0.014	0.003	0.007	0.0	0.009	0.0	0.0	0.0	0.015	0.107	0.0	0.021	0.0	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.004	0.006	0.008	0.007	0.012	0.002	0.0	0.015	0.029	0.007	0.0	0.009	0.014	0.017	0.0	0.052	0.0	0.005	0.004	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	0.047	0.031	0.076	0.057	0.047	0.049	0.03	0.051	0.028	0.066	0.046	0.026	0.046	0.04	0.034	0.108	0.038	0.029	0.023	0.125	0.083	0.077	0.104
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	1.486	1.868	2.469	1.897	1.94	1.507	1.057	1.865	1.682	1.885	2.261	1.495	1.665	1.77	1.888	1.466	1.102	2.189	0.865	0.834	1.268	1.394	1.701
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.511	0.149	0.466	0.261	0.303	0.07	0.099	0.169	0.168	0.241	0.68	0.096	0.301	0.169	0.749	0.302	0.092	0.324	0.08	0.535	0.043	0.3	0.147
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.031	0.011	0.022	0.035	0.018	0.022	0.015	0.025	0.008	0.046	0.021	0.025	0.031	0.015	0.005	0.043	0.0	0.016	0.014	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.511	0.149	0.466	0.261	0.303	0.07	0.099	0.169	0.168	0.241	0.68	0.096	0.301	0.169	0.749	0.302	0.092	0.324	0.08	0.535	0.043	0.3	0.147
WNT1	P04628	False	WNT1_HUMAN		CPI-SS00A6240B6	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.511	0.149	0.466	0.261	0.303	0.07	0.099	0.169	0.168	0.241	0.68	0.096	0.301	0.169	0.749	0.302	0.092	0.324	0.08	0.535	0.043	0.3	0.147
WNT1	P04628	False	WNT1_HUMAN		CPI-SS014B0FCD2	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0F26BB901	0.0	0.0	0.025	0.021	0.008	0.0	0.244	0.008	0.012	0.034	0.005	0.004	0.007	0.013	0.003	0.028	0.0	0.0	0.003	0.0	0.085	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.511	0.149	0.466	0.261	0.303	0.07	0.099	0.169	0.168	0.241	0.68	0.096	0.301	0.169	0.749	0.302	0.092	0.324	0.08	0.535	0.043	0.3	0.147
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.0	0.004	0.001	0.008	0.027	0.0	0.0	0.003	0.014	0.013	0.005	0.008	0.0	0.005	0.005	0.0	0.0	0.011	0.025	0.0	0.0	0.0	0.113
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.013	0.009	0.019	0.023	0.01	0.011	0.016	0.013	0.017	0.0	0.016	0.015	0.012	0.009	0.005	0.021	0.0	0.0	0.02	0.0	0.0	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS023738D54	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0E0BCE16F	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.009	0.002	0.01	0.013	0.005	0.286	0.0	0.003	0.01	0.0	0.004	0.25	0.007	0.008	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.016	0.011	0.0	0.052	0.005	0.006	0.018	0.011	0.009	0.0	0.004	0.014	0.014	0.005	0.004	0.0	0.028	0.0	0.012	0.0	0.08	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0769B1FF3	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS07BA4A3B7	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS05C077A1E	0.009	0.002	0.01	0.013	0.005	0.286	0.0	0.003	0.01	0.0	0.004	0.25	0.007	0.008	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D99CC068	0.016	0.011	0.0	0.052	0.005	0.006	0.018	0.011	0.009	0.0	0.004	0.014	0.014	0.005	0.004	0.0	0.028	0.0	0.012	0.0	0.08	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07A0F4D73	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.016	0.011	0.0	0.052	0.005	0.006	0.018	0.011	0.009	0.0	0.004	0.014	0.014	0.005	0.004	0.0	0.028	0.0	0.012	0.0	0.08	0.0	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0BF490275	0.388	0.332	0.469	0.402	0.355	0.335	0.303	0.459	0.167	0.42	0.587	0.274	0.484	0.477	0.832	0.278	0.193	0.474	0.278	0.131	0.304	0.556	0.362
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.053	0.037	0.048	0.079	0.039	0.053	0.108	0.045	0.061	0.056	0.053	0.032	0.084	0.044	0.065	0.043	0.0	0.027	0.019	0.0	0.057	0.0	0.103
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.005	0.004	0.004	0.012	0.011	0.002	0.0	0.005	0.03	0.014	0.003	0.007	0.0	0.009	0.0	0.0	0.0	0.015	0.107	0.0	0.021	0.0	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.004	0.006	0.008	0.007	0.012	0.002	0.0	0.015	0.029	0.007	0.0	0.009	0.014	0.017	0.0	0.052	0.0	0.005	0.004	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.047	0.031	0.076	0.057	0.047	0.049	0.03	0.051	0.028	0.066	0.046	0.026	0.046	0.04	0.034	0.108	0.038	0.029	0.023	0.125	0.083	0.077	0.104
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	1.486	1.868	2.469	1.897	1.94	1.507	1.057	1.865	1.682	1.885	2.261	1.495	1.665	1.77	1.888	1.466	1.102	2.189	0.865	0.834	1.268	1.394	1.701
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.121	0.221	0.172	0.188	0.172	0.081	0.058	0.133	0.215	0.115	0.221	0.076	0.157	0.124	0.12	0.092	0.163	0.139	0.291	0.155	0.31	0.0	0.092
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.009	0.002	0.01	0.013	0.005	0.286	0.0	0.003	0.01	0.0	0.004	0.25	0.007	0.008	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.016	0.011	0.0	0.052	0.005	0.006	0.018	0.011	0.009	0.0	0.004	0.014	0.014	0.005	0.004	0.0	0.028	0.0	0.012	0.0	0.08	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS02E314589	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS02C29C238	0.016	0.011	0.0	0.052	0.005	0.006	0.018	0.011	0.009	0.0	0.004	0.014	0.014	0.005	0.004	0.0	0.028	0.0	0.012	0.0	0.08	0.0	0.0
CD96	P40200	False	TACT_HUMAN		CPI-SS03F821467	0.002	0.002	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.009	0.002	0.01	0.013	0.005	0.286	0.0	0.003	0.01	0.0	0.004	0.25	0.007	0.008	0.004	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.629	0.666	0.448	0.653	0.962	0.268	0.63	0.337	0.435	0.53	0.739	0.356	0.534	0.506	0.971	0.295	0.276	0.488	0.333	0.509	0.616	0.51	0.157
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0EB136379	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SS0D8972B21	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.011	0.047	0.026	0.021	0.014	0.007	0.024	0.008	0.089	0.01	0.009	0.017	0.004	0.051	0.031	0.0	0.02	0.006	0.015	0.0	0.0	0.0	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.059	0.013	0.044	0.029	0.022	0.005	0.0	0.022	0.012	0.059	0.032	0.011	0.03	0.021	0.055	0.094	0.0	0.041	0.047	0.0	0.082	0.0	0.0
WNT2	P09544	False	WNT2_HUMAN		CPI-SS0C2561156	0.0	0.0	0.025	0.021	0.008	0.0	0.244	0.008	0.012	0.034	0.005	0.004	0.007	0.013	0.003	0.028	0.0	0.0	0.003	0.0	0.085	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0B8083B44	0.003	0.006	0.01	0.059	0.003	0.005	0.0	0.006	0.013	0.017	0.003	0.024	0.009	0.005	0.004	0.0	0.0	0.005	0.025	0.132	0.0	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.002	0.011	0.018	0.009	0.003	0.003	0.016	0.002	0.037	0.012	0.003	0.002	0.0	0.011	0.005	0.0	0.0	0.009	0.002	0.0	0.0	0.0	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0A683CBC1	0.003	0.006	0.01	0.059	0.003	0.005	0.0	0.006	0.013	0.017	0.003	0.024	0.009	0.005	0.004	0.0	0.0	0.005	0.025	0.132	0.0	0.0	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.005	0.002	0.007	0.025	0.002	0.012	0.0	0.002	0.008	0.0	0.002	0.048	0.002	0.002	0.007	0.0	0.0	0.006	0.012	0.0	0.02	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.042	0.144	0.067	0.098	0.129	0.017	0.028	0.039	0.041	0.062	0.112	0.033	0.076	0.099	0.13	0.0	0.545	0.014	0.13	0.0	0.053	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0E1A8414D	0.129	0.122	0.611	0.447	0.56	0.169	0.364	0.586	0.521	0.446	0.12	0.412	0.455	0.412	0.085	0.106	0.447	0.233	0.113	0.0	0.817	0.225	0.284
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.005	0.002	0.007	0.025	0.002	0.012	0.0	0.002	0.008	0.0	0.002	0.048	0.002	0.002	0.007	0.0	0.0	0.006	0.012	0.0	0.02	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.042	0.144	0.067	0.098	0.129	0.017	0.028	0.039	0.041	0.062	0.112	0.033	0.076	0.099	0.13	0.0	0.545	0.014	0.13	0.0	0.053	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0D37C7C70	0.129	0.122	0.611	0.447	0.56	0.169	0.364	0.586	0.521	0.446	0.12	0.412	0.455	0.412	0.085	0.106	0.447	0.233	0.113	0.0	0.817	0.225	0.284
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.005	0.002	0.007	0.025	0.002	0.012	0.0	0.002	0.008	0.0	0.002	0.048	0.002	0.002	0.007	0.0	0.0	0.006	0.012	0.0	0.02	0.0	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.042	0.144	0.067	0.098	0.129	0.017	0.028	0.039	0.041	0.062	0.112	0.033	0.076	0.099	0.13	0.0	0.545	0.014	0.13	0.0	0.053	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS007AA9FDE	0.129	0.122	0.611	0.447	0.56	0.169	0.364	0.586	0.521	0.446	0.12	0.412	0.455	0.412	0.085	0.106	0.447	0.233	0.113	0.0	0.817	0.225	0.284
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.008	0.002	0.006	0.009	0.003	0.007	0.009	0.006	0.0	0.0	0.008	0.025	0.006	0.0	0.0	0.044	0.0	0.005	0.009	0.0	0.0	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	0.07	0.055	0.093	0.089	0.07	0.1	0.147	0.065	0.139	0.103	0.051	0.072	0.075	0.093	0.092	0.063	0.142	0.074	0.058	0.0	0.16	0.0	0.088
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.07	0.055	0.093	0.089	0.07	0.1	0.147	0.065	0.139	0.103	0.051	0.072	0.075	0.093	0.092	0.063	0.142	0.074	0.058	0.0	0.16	0.0	0.088
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.046	0.031	0.041	0.072	0.04	0.036	0.056	0.033	0.113	0.019	0.045	0.029	0.053	0.049	0.033	0.026	0.036	0.052	0.04	0.124	0.108	0.071	0.061
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	0.07	0.055	0.093	0.089	0.07	0.1	0.147	0.065	0.139	0.103	0.051	0.072	0.075	0.093	0.092	0.063	0.142	0.074	0.058	0.0	0.16	0.0	0.088
VEGFD	O43915	False	VEGFD_HUMAN		CPI-SS0EBA5A4D8	0.029	0.014	0.076	0.03	0.029	0.008	0.04	0.014	0.013	0.039	0.019	0.008	0.02	0.057	0.022	0.015	0.018	0.043	0.013	0.0	0.021	0.0	0.061
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	0.077	0.121	0.09	0.059	0.091	0.066	0.103	0.088	0.101	0.124	0.1	0.076	0.087	0.107	0.074	0.02	0.019	0.067	0.063	0.257	0.07	0.075	0.097
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	0.02	0.013	0.003	0.02	0.018	0.024	0.012	0.011	0.038	0.047	0.002	0.026	0.029	0.021	0.013	0.0	0.0	0.015	0.023	0.0	0.039	0.0	0.0
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.0	0.001	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.0	0.003	0.002	0.026	0.004	0.002	0.0	0.003	0.0	0.0	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.053	0.037	0.048	0.079	0.039	0.053	0.108	0.045	0.061	0.056	0.053	0.032	0.084	0.044	0.065	0.043	0.0	0.027	0.019	0.0	0.057	0.0	0.103
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.005	0.004	0.004	0.012	0.011	0.002	0.0	0.005	0.03	0.014	0.003	0.007	0.0	0.009	0.0	0.0	0.0	0.015	0.107	0.0	0.021	0.0	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	0.053	0.037	0.048	0.079	0.039	0.053	0.108	0.045	0.061	0.056	0.053	0.032	0.084	0.044	0.065	0.043	0.0	0.027	0.019	0.0	0.057	0.0	0.103
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	0.005	0.004	0.004	0.012	0.011	0.002	0.0	0.005	0.03	0.014	0.003	0.007	0.0	0.009	0.0	0.0	0.0	0.015	0.107	0.0	0.021	0.0	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.053	0.037	0.048	0.079	0.039	0.053	0.108	0.045	0.061	0.056	0.053	0.032	0.084	0.044	0.065	0.043	0.0	0.027	0.019	0.0	0.057	0.0	0.103
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	0.005	0.004	0.004	0.012	0.011	0.002	0.0	0.005	0.03	0.014	0.003	0.007	0.0	0.009	0.0	0.0	0.0	0.015	0.107	0.0	0.021	0.0	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0830C7910	0.053	0.037	0.048	0.079	0.039	0.053	0.108	0.045	0.061	0.056	0.053	0.032	0.084	0.044	0.065	0.043	0.0	0.027	0.019	0.0	0.057	0.0	0.103
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS037E6BEDF	0.005	0.004	0.004	0.012	0.011	0.002	0.0	0.005	0.03	0.014	0.003	0.007	0.0	0.009	0.0	0.0	0.0	0.015	0.107	0.0	0.021	0.0	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0D81D9F5E	0.053	0.037	0.048	0.079	0.039	0.053	0.108	0.045	0.061	0.056	0.053	0.032	0.084	0.044	0.065	0.043	0.0	0.027	0.019	0.0	0.057	0.0	0.103
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0762B455F	0.005	0.004	0.004	0.012	0.011	0.002	0.0	0.005	0.03	0.014	0.003	0.007	0.0	0.009	0.0	0.0	0.0	0.015	0.107	0.0	0.021	0.0	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS079EF5D9C	0.004	0.006	0.008	0.007	0.012	0.002	0.0	0.015	0.029	0.007	0.0	0.009	0.014	0.017	0.0	0.052	0.0	0.005	0.004	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0008137B6	0.047	0.031	0.076	0.057	0.047	0.049	0.03	0.051	0.028	0.066	0.046	0.026	0.046	0.04	0.034	0.108	0.038	0.029	0.023	0.125	0.083	0.077	0.104
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS09E3F5044	1.486	1.868	2.469	1.897	1.94	1.507	1.057	1.865	1.682	1.885	2.261	1.495	1.665	1.77	1.888	1.466	1.102	2.189	0.865	0.834	1.268	1.394	1.701
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.031	0.011	0.022	0.035	0.018	0.022	0.015	0.025	0.008	0.046	0.021	0.025	0.031	0.015	0.005	0.043	0.0	0.016	0.014	0.0	0.0	0.0	0.0
MSTN	O14793	False	GDF8_HUMAN		CPI-SC023986FB9	0.002	0.0	0.001	0.008	0.0	0.013	0.0	0.004	0.0	0.0	0.0	0.083	0.005	0.0	0.005	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	0.031	0.011	0.022	0.035	0.018	0.022	0.015	0.025	0.008	0.046	0.021	0.025	0.031	0.015	0.005	0.043	0.0	0.016	0.014	0.0	0.0	0.0	0.0
MSTN	O14793	False	GDF8_HUMAN		CPI-SC08968AFE6	0.002	0.0	0.001	0.008	0.0	0.013	0.0	0.004	0.0	0.0	0.0	0.083	0.005	0.0	0.005	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS073811AB3	0.0	0.004	0.001	0.008	0.027	0.0	0.0	0.003	0.014	0.013	0.005	0.008	0.0	0.005	0.005	0.0	0.0	0.011	0.025	0.0	0.0	0.0	0.113
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC098C06330	0.003	0.014	0.005	0.003	0.019	0.0	0.009	0.004	0.014	0.0	0.013	0.002	0.018	0.012	0.0	0.028	0.138	0.005	0.135	0.137	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0D5CFA431	0.025	0.021	0.02	0.031	0.043	0.025	0.023	0.048	0.092	0.011	0.025	0.069	0.033	0.051	0.02	0.0	0.013	0.025	0.008	0.0	0.074	0.0	0.049
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC03DD946B2	0.33	0.299	0.392	0.446	0.21	0.734	0.325	0.641	0.455	0.68	0.424	0.677	0.386	0.72	0.135	0.499	0.278	0.39	0.258	0.654	0.756	0.18	0.425
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0984894BC	0.003	0.014	0.005	0.003	0.019	0.0	0.009	0.004	0.014	0.0	0.013	0.002	0.018	0.012	0.0	0.028	0.138	0.005	0.135	0.137	0.0	0.0	0.0
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0077CEB82	0.025	0.021	0.02	0.031	0.043	0.025	0.023	0.048	0.092	0.011	0.025	0.069	0.033	0.051	0.02	0.0	0.013	0.025	0.008	0.0	0.074	0.0	0.049
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SC032246C72	0.33	0.299	0.392	0.446	0.21	0.734	0.325	0.641	0.455	0.68	0.424	0.677	0.386	0.72	0.135	0.499	0.278	0.39	0.258	0.654	0.756	0.18	0.425
CORT	O00230	False	CORT_HUMAN		CPI-SS06CE0CF64	0.003	0.002	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
AGRP	O00253	False	AGRP_HUMAN		CPI-SS09CF5B145	0.018	0.025	0.029	0.034	0.033	0.033	0.0	0.032	0.024	0.071	0.032	0.028	0.039	0.038	0.008	0.0	0.017	0.027	0.029	0.122	0.0	0.0	0.044
